City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
200,cartagena,10.4196,-75.5271,29.34,70,0,4.63,CO,1707868423
201,newman,37.3139,-121.0204,16.27,69,57,2.24,US,1707868423
202,moroto,-18.7223,-65.517,10.67,95,100,1.76,BO,1707868424
203,swakopmund,-22.6768,14.5314,17.44,84,24,3.2,NA,1707868424
204,maragogi,-9.0118,-35.2225,26.7,81,98,2.37,BR,1707868424
205,olinda,-7.9986,-34.846,29.01,79,40,4.63,BR,1707868425
206,taoudenni,22.6762,-3.9805,25.66,16,33,5.77,ML,1707868426
207,freeport,42.2967,-89.6212,4.26,64,0,0.0,US,1707868426
208,nouadhibou,20.9127,-17.0503,19.96,94,2,3.6,MR,1707868427
209,olonkinbyen,70.9224,-8.716,-2.04,90,100,11.69,SJ,1707868427
210,longquan,28.0761,119.137,14.96,74,38,0.72,CN,1707868427
211,sona,45.4334,10.8327,7.83,87,0,1.54,IT,1707868428
212,leava,-14.3006,-178.1562,28.06,82,91,6.12,WF,1707868428
213,ketchikan,55.3431,-131.6467,5.99,60,0,5.66,US,1707868428
214,tura,47.39,0.6889,11.29,90,100,5.14,FR,1707868429
215,medina,24.4712,39.6111,20.17,45,0,2.57,SA,1707868429
216,ola,35.0323,-93.2232,16.03,65,0,1.45,US,1707868429
217,gracemere,-23.4576,150.4535,25.82,89,75,2.06,AU,1707868430
218,touros,-5.1999,-35.4595,27.26,75,93,3.92,BR,1707868430
219,'ohonua,-21.3413,-174.9561,30.04,82,66,10.03,TO,1707868430
220,shitanjing,39.2454,106.3375,-3.24,18,100,4.86,CN,1707868431
221,ust'-kulom,61.6848,53.6899,-34.29,99,20,1.73,RU,1707868431
222,vredenburg,-32.9067,17.99,16.36,82,43,2.06,ZA,1707868431
223,suong,11.9115,105.6533,23.15,72,20,2.21,KH,1707868432
224,calvinia,-31.4694,19.7772,18.81,52,42,2.29,ZA,1707868432
225,bejaia,36.7512,5.0644,11.92,87,0,2.06,DZ,1707868432
226,rabaul,-4.1985,152.1728,28.58,73,97,4.36,PG,1707868433
227,fort mcmurray,56.7292,-111.3885,-3.23,80,75,4.63,CA,1707868433
228,puerto baquerizo moreno,-0.9026,-89.6102,27.28,81,89,4.25,EC,1707868433
229,gizo,29.9871,31.2118,16.42,66,34,2.68,EG,1707868434
230,saint-joseph,49.5345,-1.5298,11.31,100,100,7.72,FR,1707868434
231,mawu,34.4307,104.9176,-4.5,82,100,5.03,CN,1707868434
232,acapulco de juarez,16.868,-99.894,26.78,65,0,2.38,MX,1707868435
233,calbuco,-41.7712,-73.1275,21.56,72,43,5.95,CL,1707868435
234,decatur,39.8454,-88.9524,9.9,57,0,4.12,US,1707868436
235,kayangel,8.0822,134.719,27.16,75,21,9.1,PW,1707868436
236,bayan nur,40.7419,107.382,-2.47,43,100,2.66,CN,1707868437
237,santa barbara,34.4221,-119.7027,18.29,68,20,3.6,US,1707868437
238,masvingo,-20.072,30.8342,17.52,63,0,1.32,ZW,1707868437
239,keflavik,63.9998,-22.5565,-3.76,86,0,2.57,IS,1707868438
240,tubmanburg,6.8687,-10.8248,25.39,94,3,1.07,LR,1707868438
241,cordele,31.9635,-83.7824,13.29,41,0,1.54,US,1707868438
242,kununurra,-15.7731,128.7388,24.95,94,87,1.54,AU,1707868438
243,machico,32.7229,-16.7659,20.41,79,40,2.06,PT,1707868439
244,xinhui,22.3837,113.0328,17.59,86,26,0.84,CN,1707868439
245,port mathurin,-19.6808,63.4221,27.58,80,84,7.88,MU,1707868440
246,south hedland,-20.4088,118.5987,28.96,79,7,3.09,AU,1707868440
247,revda,56.8001,59.9087,-25.3,94,66,2.9,RU,1707868441
248,midvagur,62.0491,-7.1892,4.51,75,75,4.12,FO,1707868441
249,nabire,-3.3603,135.5024,27.8,77,91,0.54,ID,1707868442
250,kargasok,59.0598,80.8709,-16.7,97,100,2.68,RU,1707868442
251,aguilar,15.889,120.2384,25.73,69,76,4.95,PH,1707868442
252,yangor,-0.5381,166.9115,27.67,83,100,4.44,NR,1707868443
